ID,SMILES,Screening,Enzyme activity (%),pIC50,pEC50,pCC50,Crystal structure,Tanimoto_brequinar,Tanimoto_teriflunomida,Tanimoto_H3D-003181,Tanimoto_QHM-0001063,Tanimoto_QHM-0000370,Tanimoto_QHM-0000001,Tanimoto_2D
H3D-003188,OC(=O)c1ccccc1NC(=O)CNCc1ccc(nc1)C(F)(F)F,VS,,"3,841637508",ND,ND,,0.3684210526315789,0.46551724137931033,0.8431372549019608,0.4098360655737705,0.3333333333333333,0.21212121212121213,0.36363636363636365
H3D-003549,OC(=O)C1=C(CCCC1)NC(=O)CNc1ccc(cc1)F,VS,,"3,494850022",ND,ND,,0.26229508196721313,0.47368421052631576,0.7222222222222222,0.26865671641791045,0.3148148148148148,0.27419354838709675,0.27586206896551724
H3D-003308,OC(=O)c1ccccc1NC(=O)N1CCN(CC1)c1ccc(cc1)F,VS,,"3,468521083",ND,ND,,0.36666666666666664,0.36923076923076925,0.5555555555555556,0.38461538461538464,0.288135593220339,0.2,0.3620689655172414
H3D-002856,O=C(CNc1c(F)cccc1F)Nc1ccccc1C(=O)[O-],VS,,"5,534617149","5,408935393",ND,Y,0.3877551020408163,0.41509433962264153,0.8666666666666667,0.3333333333333333,0.4090909090909091,0.22807017543859648,0.32653061224489793
H3D-003820,Nc1c(cnn1-c1ccc(cc1)F)C(=O)NCCc1ccncc1,VS,80,,,,,0.3333333333333333,0.3384615384615385,0.5,0.4426229508196721,0.34545454545454546,0.1232876712328767,0.3050847457627119
H3D-003512,OC(=O)c1cccc(c1O)NC(=O)CNc1ccc(cc1)F,VS,90,,,,,0.32142857142857145,0.44642857142857145,0.8,0.3442622950819672,0.36,0.3103448275862069,0.3148148148148148
H3D-001682,OC(=O)c1ccc(cc1NC(=O)CCc1ccc(cc1)-c1ccc(cc1)Cl)F,VS,23,,,,,0.3958333333333333,0.45098039215686275,0.6938775510204082,0.3392857142857143,0.38636363636363635,0.2777777777777778,0.391304347826087
H3D-001697,CCOC(=O)c1ccccc1NC(=O)NCc1ccc(cc1)Br,VS,89,,,,,0.34615384615384615,0.4,0.5925925925925926,0.3684210526315789,0.391304347826087,0.2631578947368421,0.28846153846153844
H3D-001699,CCOC(=O)c1ccccc1NC(=O)CCc1ccccc1Br,VS,50,,,,,0.3673469387755102,0.37037037037037035,0.5961538461538461,0.29310344827586204,0.38636363636363635,0.2777777777777778,0.30612244897959184
H3D-002845,Oc1ccccc1NC(=O)CNc1ccc(cc1)Br,VS,100,,,,,0.3076923076923077,0.41509433962264153,0.7142857142857143,0.38181818181818183,0.4090909090909091,0.2727272727272727,0.3
H3D-000374,CC(C)(C)NC(=O)c1ccc(F)c(-c2ccc3ncc(-c4ccc(S(C)(=O)=O)cc4)n3n2)c1,VS,113,,,,,0.36363636363636365,0.2597402597402597,0.30864197530864196,0.3424657534246575,0.23529411764705882,0.21052631578947367,0.3181818181818182
